home_team,away_team,home_win,away_win,home_goals,away_goals,home_goals_half_time,away_goals_half_time,home_goals_fulltime,away_goals_fulltime
FC Juarez,Club Queretaro,False,True,0.0,2.0,0.0,0.0,0.0,2.0
Veracruz,Atletico San Luis,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Monarcas,U.N.A.M. - Pumas,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Santos Laguna,Monterrey,True,False,2.0,1.0,2.0,0.0,2.0,1.0
Club Queretaro,Leon,False,True,0.0,4.0,0.0,1.0,0.0,4.0
Pachuca,Atlas,True,False,3.0,1.0,2.0,0.0,3.0,1.0
Cruz Azul,Puebla,,,1.0,1.0,0.0,0.0,1.0,1.0
Toluca,Club Tijuana,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Guadalajara Chivas,Necaxa,False,True,1.0,2.0,0.0,2.0,1.0,2.0
Veracruz,Club Queretaro,False,True,0.0,5.0,0.0,3.0,0.0,5.0
Atletico San Luis,Monarcas,,,1.0,1.0,1.0,0.0,1.0,1.0
Leon,Santos Laguna,,,2.0,2.0,1.0,1.0,2.0,2.0
Club Tijuana,Cruz Azul,True,False,3.0,2.0,1.0,2.0,3.0,2.0
Necaxa,Toluca,,,1.0,1.0,1.0,1.0,1.0,1.0
Puebla,FC Juarez,True,False,2.0,1.0,0.0,1.0,2.0,1.0
Monarcas,Veracruz,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Atlas,Club America,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Necaxa,Club Tijuana,True,False,3.0,2.0,1.0,2.0,3.0,2.0
Tigres UANL,Leon,,,1.0,1.0,0.0,1.0,1.0,1.0
Cruz Azul,Guadalajara Chivas,,,1.0,1.0,1.0,1.0,1.0,1.0
U.N.A.M. - Pumas,Toluca,True,False,2.0,1.0,0.0,0.0,2.0,1.0
FC Juarez,Monterrey,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Puebla,Atletico San Luis,False,True,1.0,3.0,1.0,2.0,1.0,3.0
Club Tijuana,Tigres UANL,,,1.0,1.0,0.0,1.0,1.0,1.0
Veracruz,Cruz Azul,,,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,Necaxa,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Leon,FC Juarez,True,False,3.0,1.0,0.0,1.0,3.0,1.0
Toluca,Monarcas,False,True,0.0,2.0,0.0,0.0,0.0,2.0
Monarcas,Guadalajara Chivas,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Atlas,Toluca,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Atletico San Luis,Santos Laguna,False,True,2.0,3.0,2.0,2.0,2.0,3.0
Necaxa,Leon,False,True,2.0,4.0,0.0,1.0,2.0,4.0
Monterrey,Puebla,True,False,3.0,2.0,2.0,0.0,3.0,2.0
Pachuca,Club Tijuana,True,False,4.0,1.0,3.0,0.0,4.0,1.0
Club America,Club Queretaro,,,2.0,2.0,1.0,1.0,2.0,2.0
U.N.A.M. - Pumas,Cruz Azul,,,1.0,1.0,0.0,0.0,1.0,1.0
FC Juarez,Veracruz,True,False,2.0,0.0,2.0,0.0,2.0,0.0
Club Queretaro,Necaxa,False,True,1.0,2.0,0.0,0.0,1.0,2.0
Tigres UANL,Puebla,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Guadalajara Chivas,Pachuca,False,True,2.0,4.0,1.0,1.0,2.0,4.0
Santos Laguna,Veracruz,True,False,5.0,0.0,1.0,0.0,5.0,0.0
Club Tijuana,Monarcas,True,False,3.0,2.0,2.0,1.0,3.0,2.0
Puebla,Leon,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Atlas,Club Queretaro,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Pachuca,Cruz Azul,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Monterrey,Tigres UANL,False,True,0.0,2.0,0.0,0.0,0.0,2.0
Necaxa,FC Juarez,,,0.0,0.0,0.0,0.0,0.0,0.0
Club America,Guadalajara Chivas,True,False,4.0,1.0,2.0,0.0,4.0,1.0
U.N.A.M. - Pumas,Santos Laguna,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Atletico San Luis,Club Tijuana,False,True,2.0,3.0,0.0,0.0,2.0,3.0
Veracruz,Toluca,,,1.0,1.0,0.0,0.0,1.0,1.0
Club Tijuana,Atlas,,,2.0,2.0,1.0,1.0,2.0,2.0
Monarcas,Necaxa,False,True,2.0,3.0,2.0,0.0,2.0,3.0
Leon,Veracruz,,,1.0,1.0,0.0,0.0,1.0,1.0
Cruz Azul,Club America,True,False,5.0,2.0,1.0,2.0,5.0,2.0
Tigres UANL,Santos Laguna,True,False,4.0,0.0,2.0,0.0,4.0,0.0
Guadalajara Chivas,U.N.A.M. - Pumas,,,1.0,1.0,1.0,0.0,1.0,1.0
Toluca,Puebla,,,1.0,1.0,0.0,0.0,1.0,1.0
FC Juarez,Atletico San Luis,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Club Queretaro,Monterrey,True,False,2.0,1.0,2.0,1.0,2.0,1.0
Veracruz,Tigres UANL,False,True,1.0,3.0,0.0,3.0,1.0,3.0
Santos Laguna,Club Tijuana,True,False,4.0,1.0,3.0,0.0,4.0,1.0
Cruz Azul,Monarcas,False,True,2.0,3.0,1.0,1.0,2.0,3.0
Pachuca,FC Juarez,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Necaxa,Club America,,,2.0,2.0,0.0,0.0,2.0,2.0
U.N.A.M. - Pumas,Leon,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Atletico San Luis,Club Queretaro,False,True,0.0,2.0,0.0,2.0,0.0,2.0
Monterrey,Guadalajara Chivas,,,1.0,1.0,1.0,1.0,1.0,1.0
Monarcas,Santos Laguna,,,2.0,2.0,2.0,1.0,2.0,2.0
Club Tijuana,Veracruz,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Atlas,Necaxa,False,True,0.0,2.0,0.0,0.0,0.0,2.0
Club Queretaro,U.N.A.M. - Pumas,True,False,3.0,0.0,2.0,0.0,3.0,0.0
Club America,Puebla,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Leon,Atletico San Luis,True,False,3.0,2.0,1.0,2.0,3.0,2.0
Tigres UANL,Cruz Azul,,,1.0,1.0,0.0,1.0,1.0,1.0
Toluca,Pachuca,True,False,2.0,0.0,0.0,0.0,2.0,0.0
FC Juarez,Guadalajara Chivas,False,True,1.0,2.0,1.0,0.0,1.0,2.0
Santos Laguna,Club Queretaro,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Veracruz,Puebla,True,False,1.0,0.0,0.0,0.0,1.0,0.0
U.N.A.M. - Pumas,Atlas,True,False,5.0,1.0,1.0,1.0,5.0,1.0
Pachuca,Monterrey,False,True,2.0,3.0,1.0,2.0,2.0,3.0
Guadalajara Chivas,Club Tijuana,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Tigres UANL,Toluca,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Monarcas,FC Juarez,True,False,6.0,1.0,2.0,0.0,6.0,1.0
Puebla,U.N.A.M. - Pumas,,,1.0,1.0,0.0,0.0,1.0,1.0
Atlas,Atletico San Luis,False,True,1.0,2.0,1.0,0.0,1.0,2.0
Club America,Santos Laguna,False,True,1.0,2.0,1.0,0.0,1.0,2.0
Monterrey,Veracruz,,,1.0,1.0,0.0,0.0,1.0,1.0
Necaxa,Pachuca,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Toluca,Guadalajara Chivas,False,True,1.0,3.0,1.0,2.0,1.0,3.0
FC Juarez,Club Tijuana,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Leon,Monarcas,,,1.0,1.0,1.0,1.0,1.0,1.0
Monarcas,Puebla,True,False,3.0,2.0,1.0,1.0,3.0,2.0
Club Tijuana,Monterrey,False,True,0.0,4.0,0.0,1.0,0.0,4.0
Veracruz,Club America,False,True,0.0,5.0,0.0,3.0,0.0,5.0
Tigres UANL,Pachuca,,,0.0,0.0,0.0,0.0,0.0,0.0
Guadalajara Chivas,Club Queretaro,True,False,3.0,2.0,3.0,0.0,3.0,2.0
Leon,Toluca,True,False,4.0,0.0,1.0,0.0,4.0,0.0
U.N.A.M. - Pumas,FC Juarez,,,1.0,1.0,1.0,0.0,1.0,1.0
Santos Laguna,Cruz Azul,True,False,3.0,1.0,2.0,0.0,3.0,1.0
Puebla,Necaxa,True,False,3.0,0.0,3.0,0.0,3.0,0.0
Club Tijuana,Leon,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Club Queretaro,Monarcas,True,False,3.0,1.0,0.0,0.0,3.0,1.0
Cruz Azul,Atletico San Luis,True,False,3.0,1.0,1.0,1.0,3.0,1.0
Monterrey,Atlas,True,False,2.0,0.0,2.0,0.0,2.0,0.0
Pachuca,U.N.A.M. - Pumas,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Guadalajara Chivas,Veracruz,True,False,3.0,1.0,0.0,1.0,3.0,1.0
Toluca,Santos Laguna,,,2.0,2.0,2.0,2.0,2.0,2.0
FC Juarez,Tigres UANL,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Monarcas,Leon,,,3.0,3.0,2.0,2.0,3.0,3.0
Leon,Monarcas,False,True,1.0,2.0,0.0,0.0,1.0,2.0
Necaxa,Club Queretaro,True,False,3.0,0.0,0.0,0.0,3.0,0.0
Club Queretaro,Necaxa,False,True,2.0,3.0,2.0,0.0,2.0,3.0
Monterrey,Santos Laguna,True,False,5.0,2.0,2.0,2.0,5.0,2.0
Santos Laguna,Monterrey,,,1.0,1.0,1.0,0.0,1.0,1.0
Club America,Tigres UANL,False,True,1.0,2.0,1.0,0.0,1.0,2.0
Tigres UANL,Club America,False,True,2.0,4.0,0.0,3.0,2.0,4.0
Monterrey,Necaxa,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Necaxa,Monterrey,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Club America,Monarcas,True,False,2.0,0.0,2.0,0.0,2.0,0.0
Club America,Monterrey,False,True,4.0,2.0,2.0,0.0,2.0,1.0
Monarcas,Toluca,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Cruz Azul,Atlas,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Guadalajara Chivas,FC Juarez,True,False,2.0,0.0,2.0,0.0,2.0,0.0
U.N.A.M. - Pumas,Pachuca,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Puebla,Club America,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Necaxa,Monterrey,,,2.0,2.0,1.0,1.0,2.0,2.0
FC Juarez,U.N.A.M. - Pumas,,,4.0,4.0,3.0,2.0,4.0,4.0
Atletico San Luis,Cruz Azul,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Monterrey,Monarcas,,,2.0,2.0,1.0,1.0,2.0,2.0
Pachuca,Guadalajara Chivas,,,0.0,0.0,0.0,0.0,0.0,0.0
Toluca,Necaxa,False,True,2.0,3.0,2.0,1.0,2.0,3.0
Club Queretaro,Club Tijuana,True,False,3.0,0.0,2.0,0.0,3.0,0.0
Santos Laguna,Leon,True,False,3.0,2.0,0.0,1.0,3.0,2.0
Puebla,Club Queretaro,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Club Tijuana,Club America,,,0.0,0.0,0.0,0.0,0.0,0.0
Cruz Azul,Santos Laguna,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Tigres UANL,Atlas,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Leon,Pachuca,True,False,3.0,0.0,2.0,0.0,3.0,0.0
Guadalajara Chivas,Toluca,,,2.0,2.0,1.0,0.0,2.0,2.0
U.N.A.M. - Pumas,Monterrey,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Necaxa,Atletico San Luis,,,1.0,1.0,0.0,1.0,1.0,1.0
FC Juarez,Monarcas,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Atletico San Luis,Guadalajara Chivas,,,2.0,2.0,0.0,2.0,2.0,2.0
Monarcas,Leon,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Atlas,Club Tijuana,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Club America,FC Juarez,False,True,1.0,3.0,0.0,2.0,1.0,3.0
Monterrey,Club Queretaro,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Pachuca,Tigres UANL,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Necaxa,Puebla,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Santos Laguna,U.N.A.M. - Pumas,,,1.0,1.0,0.0,0.0,1.0,1.0
Toluca,Cruz Azul,,,3.0,3.0,2.0,2.0,3.0,3.0
Atlas,Monarcas,False,True,1.0,3.0,0.0,1.0,1.0,3.0
Puebla,Santos Laguna,,,2.0,2.0,0.0,1.0,2.0,2.0
Club Tijuana,Toluca,,,1.0,1.0,0.0,0.0,1.0,1.0
Cruz Azul,Pachuca,True,False,3.0,1.0,0.0,0.0,3.0,1.0
Tigres UANL,Guadalajara Chivas,True,False,3.0,0.0,0.0,0.0,3.0,0.0
Leon,Monterrey,True,False,3.0,1.0,1.0,1.0,3.0,1.0
U.N.A.M. - Pumas,Atletico San Luis,True,False,4.0,0.0,2.0,0.0,4.0,0.0
Club Queretaro,Club America,False,True,1.0,2.0,1.0,1.0,1.0,2.0
FC Juarez,Necaxa,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Atletico San Luis,Leon,True,False,3.0,1.0,1.0,1.0,3.0,1.0
Monarcas,Club Tijuana,,,1.0,1.0,1.0,0.0,1.0,1.0
Club America,Atlas,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Monterrey,FC Juarez,,,1.0,1.0,1.0,1.0,1.0,1.0
Guadalajara Chivas,Cruz Azul,False,True,1.0,2.0,1.0,2.0,1.0,2.0
Toluca,U.N.A.M. - Pumas,False,True,2.0,3.0,2.0,1.0,2.0,3.0
Necaxa,Club Queretaro,False,True,2.0,3.0,1.0,2.0,2.0,3.0
Santos Laguna,Tigres UANL,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Atlas,Pachuca,False,True,0.0,2.0,0.0,0.0,0.0,2.0
Puebla,Toluca,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Club Tijuana,Guadalajara Chivas,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Leon,Necaxa,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Cruz Azul,Tigres UANL,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Monterrey,Club America,False,True,0.0,1.0,0.0,1.0,0.0,1.0
U.N.A.M. - Pumas,Monarcas,False,True,1.0,2.0,1.0,0.0,1.0,2.0
Club Queretaro,Atletico San Luis,False,True,0.0,1.0,0.0,1.0,0.0,1.0
FC Juarez,Santos Laguna,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Atletico San Luis,FC Juarez,False,True,0.0,3.0,0.0,3.0,0.0,3.0
Monarcas,Cruz Azul,False,True,2.0,4.0,0.0,2.0,2.0,4.0
Club Tijuana,Puebla,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Pachuca,Club Queretaro,,,1.0,1.0,1.0,0.0,1.0,1.0
Club America,Necaxa,False,True,0.0,3.0,0.0,2.0,0.0,3.0
Tigres UANL,U.N.A.M. - Pumas,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Toluca,Monterrey,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Guadalajara Chivas,Leon,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Santos Laguna,Atlas,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Club Queretaro,Toluca,,,1.0,1.0,0.0,1.0,1.0,1.0
Puebla,Tigres UANL,,,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,Atletico San Luis,,,2.0,2.0,1.0,0.0,2.0,2.0
Cruz Azul,Club Tijuana,True,False,4.0,2.0,1.0,1.0,4.0,2.0
Pachuca,Santos Laguna,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Atlas,Guadalajara Chivas,False,True,1.0,2.0,0.0,2.0,1.0,2.0
U.N.A.M. - Pumas,Club America,,,3.0,3.0,1.0,1.0,3.0,3.0
Necaxa,Monarcas,False,True,1.0,2.0,1.0,2.0,1.0,2.0
FC Juarez,Leon,False,True,1.0,4.0,1.0,0.0,1.0,4.0
Monarcas,Club Queretaro,True,False,4.0,0.0,1.0,0.0,4.0,0.0
Atletico San Luis,Puebla,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Tigres UANL,FC Juarez,True,False,3.0,2.0,0.0,1.0,3.0,2.0
Leon,U.N.A.M. - Pumas,True,False,3.0,1.0,2.0,1.0,3.0,1.0
Guadalajara Chivas,Monterrey,,,1.0,1.0,1.0,0.0,1.0,1.0
Toluca,Atlas,False,True,2.0,3.0,1.0,1.0,2.0,3.0
Santos Laguna,Necaxa,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Club America,Cruz Azul,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Cruz Azul,Club America,False,True,0.0,2.0,0.0,0.0,0.0,2.0
Monterrey,Cruz Azul,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Cruz Azul,Monterrey,True,False,1.0,0.0,0.0,0.0,1.0,0.0
U.N.A.M. - Pumas,Club America,,,1.0,1.0,0.0,1.0,1.0,1.0
Club America,U.N.A.M. - Pumas,True,False,6.0,1.0,3.0,1.0,6.0,1.0
Club Queretaro,Cruz Azul,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Cruz Azul,Club Queretaro,,,1.0,1.0,1.0,0.0,1.0,1.0
Santos Laguna,Monterrey,False,True,0.0,2.0,0.0,0.0,0.0,2.0
Toluca,Club America,,,2.0,2.0,1.0,2.0,2.0,2.0
Club America,Toluca,True,False,3.0,2.0,2.0,0.0,3.0,2.0
Tigres UANL,U.N.A.M. - Pumas,True,False,2.0,1.0,0.0,1.0,2.0,1.0
U.N.A.M. - Pumas,Tigres UANL,True,False,3.0,1.0,0.0,0.0,3.0,1.0
Monarcas,Toluca,False,True,1.0,3.0,1.0,2.0,1.0,3.0
Club Queretaro,Atlas,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Monterrey,Pachuca,True,False,5.0,0.0,1.0,0.0,5.0,0.0
Leon,Tigres UANL,,,2.0,2.0,1.0,1.0,2.0,2.0
U.N.A.M. - Pumas,Veracruz,,,0.0,0.0,0.0,0.0,0.0,0.0
Lobos Buap,Santos Laguna,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Club America,Necaxa,False,True,1.0,3.0,1.0,0.0,1.0,3.0
Atlas,Club America,False,True,1.0,2.0,0.0,0.0,1.0,2.0
Monterrey,Leon,,,2.0,2.0,0.0,0.0,2.0,2.0
Pachuca,Club Queretaro,True,False,3.0,0.0,0.0,0.0,3.0,0.0
Necaxa,U.N.A.M. - Pumas,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Club Tijuana,Tigres UANL,False,True,0.0,3.0,0.0,0.0,0.0,3.0
Toluca,Puebla,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Monarcas,Veracruz,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Puebla,Santos Laguna,,,1.0,1.0,1.0,1.0,1.0,1.0
Club Queretaro,Monterrey,False,True,1.0,2.0,1.0,0.0,1.0,2.0
Club America,Pachuca,True,False,3.0,0.0,1.0,0.0,3.0,0.0
U.N.A.M. - Pumas,Atlas,,,2.0,2.0,2.0,0.0,2.0,2.0
Lobos Buap,Necaxa,False,True,2.0,3.0,2.0,1.0,2.0,3.0
Leon,Club Tijuana,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Veracruz,Puebla,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Atlas,Lobos Buap,True,False,3.0,1.0,1.0,0.0,3.0,1.0
Cruz Azul,Club Tijuana,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Monterrey,Club America,True,False,3.0,2.0,1.0,1.0,3.0,2.0
Pachuca,U.N.A.M. - Pumas,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Necaxa,Monarcas,,,0.0,0.0,0.0,0.0,0.0,0.0
Toluca,Tigres UANL,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Club Queretaro,Leon,False,True,0.0,4.0,0.0,3.0,0.0,4.0
Santos Laguna,Guadalajara Chivas,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Monarcas,Atlas,False,True,1.0,2.0,0.0,0.0,1.0,2.0
Puebla,Necaxa,False,True,1.0,4.0,1.0,2.0,1.0,4.0
Club America,Club Queretaro,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Leon,Cruz Azul,True,False,2.0,0.0,2.0,0.0,2.0,0.0
Tigres UANL,Santos Laguna,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Club Tijuana,Toluca,True,False,2.0,0.0,1.0,0.0,2.0,0.0
U.N.A.M. - Pumas,Monterrey,,,1.0,1.0,0.0,1.0,1.0,1.0
Lobos Buap,Pachuca,,,1.0,1.0,0.0,0.0,1.0,1.0
Guadalajara Chivas,Veracruz,,,0.0,0.0,0.0,0.0,0.0,0.0
Veracruz,Tigres UANL,False,True,0.0,2.0,0.0,0.0,0.0,2.0
Atlas,Puebla,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Club Queretaro,U.N.A.M. - Pumas,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Monterrey,Lobos Buap,True,False,4.0,0.0,2.0,0.0,4.0,0.0
Club America,Leon,False,True,0.0,3.0,0.0,1.0,0.0,3.0
Pachuca,Monarcas,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Necaxa,Guadalajara Chivas,,,3.0,3.0,0.0,1.0,3.0,3.0
Toluca,Cruz Azul,,,1.0,1.0,0.0,1.0,1.0,1.0
Santos Laguna,Club Tijuana,,,1.0,1.0,0.0,1.0,1.0,1.0
Monarcas,Monterrey,False,True,2.0,3.0,1.0,1.0,2.0,3.0
Puebla,Pachuca,,,1.0,1.0,0.0,1.0,1.0,1.0
Club Tijuana,Veracruz,True,False,3.0,0.0,2.0,0.0,3.0,0.0
Cruz Azul,Santos Laguna,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Tigres UANL,Necaxa,True,False,3.0,2.0,1.0,0.0,3.0,2.0
Leon,Toluca,True,False,3.0,0.0,0.0,0.0,3.0,0.0
Guadalajara Chivas,Atlas,True,False,3.0,0.0,2.0,0.0,3.0,0.0
U.N.A.M. - Pumas,Club America,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Lobos Buap,Club Queretaro,True,False,3.0,1.0,1.0,1.0,3.0,1.0
Veracruz,Cruz Azul,,,1.0,1.0,1.0,0.0,1.0,1.0
Atlas,Tigres UANL,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Club Queretaro,Monarcas,True,False,3.0,0.0,0.0,0.0,3.0,0.0
Monterrey,Puebla,,,0.0,0.0,0.0,0.0,0.0,0.0
Club America,Lobos Buap,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Necaxa,Club Tijuana,False,True,1.0,2.0,0.0,0.0,1.0,2.0
Pachuca,Guadalajara Chivas,True,False,3.0,1.0,1.0,1.0,3.0,1.0
U.N.A.M. - Pumas,Leon,False,True,1.0,3.0,0.0,2.0,1.0,3.0
Santos Laguna,Toluca,True,False,4.0,0.0,3.0,0.0,4.0,0.0
Monarcas,Club America,,,2.0,2.0,1.0,0.0,2.0,2.0
Club Tijuana,Atlas,True,False,3.0,1.0,2.0,0.0,3.0,1.0
Cruz Azul,Necaxa,True,False,2.0,1.0,0.0,1.0,2.0,1.0
Leon,Santos Laguna,True,False,3.0,0.0,0.0,0.0,3.0,0.0
Tigres UANL,Pachuca,True,False,3.0,0.0,3.0,0.0,3.0,0.0
Guadalajara Chivas,Monterrey,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Toluca,Veracruz,True,False,3.0,1.0,1.0,1.0,3.0,1.0
Lobos Buap,U.N.A.M. - Pumas,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Puebla,Club Queretaro,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Veracruz,Santos Laguna,,,2.0,2.0,1.0,1.0,2.0,2.0
Atlas,Cruz Azul,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Pachuca,Club Tijuana,True,False,4.0,0.0,2.0,0.0,4.0,0.0
Monterrey,Tigres UANL,,,1.0,1.0,1.0,0.0,1.0,1.0
Necaxa,Toluca,,,1.0,1.0,0.0,0.0,1.0,1.0
Club Queretaro,Guadalajara Chivas,,,0.0,0.0,0.0,0.0,0.0,0.0
U.N.A.M. - Pumas,Monarcas,,,2.0,2.0,0.0,1.0,2.0,2.0
Lobos Buap,Leon,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Monarcas,Lobos Buap,,,1.0,1.0,1.0,1.0,1.0,1.0
Puebla,U.N.A.M. - Pumas,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Cruz Azul,Pachuca,True,False,4.0,1.0,2.0,0.0,4.0,1.0
Guadalajara Chivas,Club America,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Tigres UANL,Club Queretaro,True,False,4.0,1.0,2.0,0.0,4.0,1.0
Club Tijuana,Monterrey,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Toluca,Atlas,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Santos Laguna,Necaxa,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Leon,Veracruz,True,False,2.0,0.0,2.0,0.0,2.0,0.0
Monarcas,Leon,False,True,2.0,3.0,2.0,0.0,2.0,3.0
Atlas,Santos Laguna,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Pachuca,Toluca,True,False,3.0,2.0,2.0,1.0,3.0,2.0
Club America,Tigres UANL,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Monterrey,Cruz Azul,,,2.0,2.0,1.0,0.0,2.0,2.0
Necaxa,Veracruz,True,False,2.0,0.0,1.0,0.0,2.0,0.0
U.N.A.M. - Pumas,Guadalajara Chivas,True,False,2.0,1.0,2.0,1.0,2.0,1.0
Lobos Buap,Puebla,False,True,0.0,4.0,0.0,3.0,0.0,4.0
Veracruz,Atlas,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Puebla,Monarcas,,,1.0,1.0,0.0,1.0,1.0,1.0
Cruz Azul,Club Queretaro,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Leon,Necaxa,True,False,2.0,1.0,2.0,0.0,2.0,1.0
Guadalajara Chivas,Lobos Buap,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Club Tijuana,Club America,True,False,3.0,2.0,1.0,2.0,3.0,2.0
Toluca,Monterrey,True,False,5.0,1.0,1.0,0.0,5.0,1.0
Santos Laguna,Pachuca,,,0.0,0.0,0.0,0.0,0.0,0.0
Puebla,Leon,False,True,0.0,3.0,0.0,2.0,0.0,3.0
Atlas,Necaxa,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Club Queretaro,Toluca,,,0.0,0.0,0.0,0.0,0.0,0.0
Pachuca,Veracruz,True,False,9.0,2.0,6.0,1.0,9.0,2.0
U.N.A.M. - Pumas,Club Tijuana,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Lobos Buap,Tigres UANL,False,True,0.0,3.0,0.0,0.0,0.0,3.0
Monterrey,Santos Laguna,True,False,4.0,0.0,1.0,0.0,4.0,0.0
Veracruz,Monterrey,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Club Tijuana,Lobos Buap,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Leon,Atlas,True,False,5.0,2.0,1.0,0.0,5.0,2.0
Cruz Azul,U.N.A.M. - Pumas,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Tigres UANL,Monarcas,,,3.0,3.0,0.0,2.0,3.0,3.0
