home_team,away_team,home_win,away_win,home_goals,away_goals,home_goals_half_time,away_goals_half_time,home_goals_fulltime,away_goals_fulltime
U.N.A.M. - Pumas,Club Queretaro,True,False,3.0,2.0,1.0,0.0,3.0,2.0
Monterrey,Toluca,True,False,3.0,1.0,2.0,0.0,3.0,1.0
Pachuca,Club America,False,True,1.0,2.0,0.0,0.0,1.0,2.0
Puebla,Cruz Azul,,,1.0,1.0,0.0,0.0,1.0,1.0
FC Juarez,Necaxa,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Club America,Club Tijuana,True,False,4.0,0.0,1.0,0.0,4.0,0.0
Tigres UANL,Pachuca,,,1.0,1.0,0.0,0.0,1.0,1.0
Atlas,U.N.A.M. - Pumas,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Toluca,Atletico San Luis,True,False,3.0,2.0,2.0,1.0,3.0,2.0
Club Queretaro,Mazatlán,,,1.0,1.0,0.0,0.0,1.0,1.0
Santos Laguna,Guadalajara Chivas,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Leon,Monterrey,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Pachuca,Club Queretaro,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Club Tijuana,Tigres UANL,,,0.0,0.0,0.0,0.0,0.0,0.0
Necaxa,Club America,,,1.0,1.0,0.0,1.0,1.0,1.0
Mazatlán,Toluca,True,False,2.0,1.0,2.0,1.0,2.0,1.0
Cruz Azul,Leon,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Monterrey,Santos Laguna,,,2.0,2.0,1.0,1.0,2.0,2.0
Guadalajara Chivas,Puebla,False,True,0.0,1.0,0.0,0.0,0.0,1.0
U.N.A.M. - Pumas,FC Juarez,,,1.0,1.0,0.0,0.0,1.0,1.0
Atletico San Luis,Atlas,,,1.0,1.0,1.0,1.0,1.0,1.0
Necaxa,Mazatlán,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Pachuca,Leon,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Tigres UANL,Puebla,True,False,2.0,1.0,2.0,0.0,2.0,1.0
Club Queretaro,Cruz Azul,True,False,1.0,0.0,1.0,0.0,1.0,0.0
FC Juarez,Guadalajara Chivas,False,True,0.0,2.0,0.0,0.0,0.0,2.0
Club Tijuana,Atletico San Luis,False,True,0.0,2.0,0.0,1.0,0.0,2.0
U.N.A.M. - Pumas,Monterrey,,,1.0,1.0,1.0,0.0,1.0,1.0
Atlas,Toluca,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Club America,Santos Laguna,True,False,3.0,1.0,3.0,0.0,3.0,1.0
Puebla,Pachuca,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Guadalajara Chivas,Atletico San Luis,True,False,2.0,1.0,0.0,0.0,2.0,1.0
Cruz Azul,FC Juarez,True,False,3.0,2.0,1.0,1.0,3.0,2.0
Monterrey,Necaxa,,,1.0,1.0,0.0,0.0,1.0,1.0
Mazatlán,U.N.A.M. - Pumas,,,0.0,0.0,0.0,0.0,0.0,0.0
Toluca,Tigres UANL,True,False,3.0,2.0,1.0,1.0,3.0,2.0
Club Queretaro,Club America,True,False,4.0,1.0,1.0,0.0,4.0,1.0
Leon,Club Tijuana,True,False,2.0,1.0,0.0,1.0,2.0,1.0
Club Tijuana,Puebla,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Necaxa,Santos Laguna,True,False,2.0,1.0,0.0,1.0,2.0,1.0
Atlas,Club Queretaro,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Tigres UANL,U.N.A.M. - Pumas,,,1.0,1.0,0.0,0.0,1.0,1.0
Club America,Monterrey,False,True,1.0,3.0,0.0,2.0,1.0,3.0
Toluca,Guadalajara Chivas,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Atletico San Luis,Cruz Azul,False,True,1.0,3.0,1.0,2.0,1.0,3.0
Pachuca,Mazatlán,True,False,4.0,3.0,2.0,1.0,4.0,3.0
Puebla,Toluca,True,False,4.0,1.0,2.0,1.0,4.0,1.0
Mazatlán,Tigres UANL,,,1.0,1.0,0.0,0.0,1.0,1.0
Monterrey,FC Juarez,True,False,2.0,1.0,0.0,1.0,2.0,1.0
Atletico San Luis,Club America,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Cruz Azul,Necaxa,True,False,3.0,0.0,1.0,0.0,3.0,0.0
U.N.A.M. - Pumas,Club Tijuana,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Santos Laguna,Club Queretaro,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Leon,Atlas,True,False,2.0,1.0,2.0,1.0,2.0,1.0
Club Queretaro,Toluca,True,False,4.0,1.0,2.0,0.0,4.0,1.0
Pachuca,Atletico San Luis,True,False,3.0,1.0,2.0,0.0,3.0,1.0
Necaxa,Leon,False,True,0.0,2.0,0.0,1.0,0.0,2.0
FC Juarez,Santos Laguna,,,1.0,1.0,0.0,0.0,1.0,1.0
U.N.A.M. - Pumas,Puebla,True,False,4.0,1.0,2.0,1.0,4.0,1.0
Atlas,Cruz Azul,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Club Tijuana,Monterrey,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Tigres UANL,Guadalajara Chivas,False,True,1.0,3.0,0.0,1.0,1.0,3.0
Club America,Mazatlán,True,False,3.0,1.0,0.0,0.0,3.0,1.0
Atletico San Luis,Necaxa,True,False,2.0,1.0,0.0,1.0,2.0,1.0
Monterrey,Atlas,,,1.0,1.0,0.0,0.0,1.0,1.0
Guadalajara Chivas,Club Queretaro,,,1.0,1.0,1.0,0.0,1.0,1.0
Puebla,Club America,False,True,2.0,3.0,2.0,0.0,2.0,3.0
Leon,Tigres UANL,,,1.0,1.0,1.0,0.0,1.0,1.0
Cruz Azul,Pachuca,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Santos Laguna,U.N.A.M. - Pumas,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Mazatlán,Club Tijuana,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Necaxa,Guadalajara Chivas,False,True,1.0,2.0,0.0,0.0,1.0,2.0
FC Juarez,Puebla,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Atlas,Mazatlán,,,1.0,1.0,0.0,0.0,1.0,1.0
U.N.A.M. - Pumas,Atletico San Luis,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Club Queretaro,Leon,False,True,2.0,3.0,0.0,1.0,2.0,3.0
Club Tijuana,Cruz Azul,False,True,1.0,2.0,1.0,0.0,1.0,2.0
Pachuca,Monterrey,,,1.0,1.0,0.0,1.0,1.0,1.0
Necaxa,Puebla,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Club Tijuana,FC Juarez,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Mazatlán,Cruz Azul,False,True,2.0,3.0,1.0,1.0,2.0,3.0
Tigres UANL,Club Queretaro,True,False,3.0,0.0,0.0,0.0,3.0,0.0
Club America,Guadalajara Chivas,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Toluca,Santos Laguna,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Atletico San Luis,Monterrey,False,True,1.0,2.0,1.0,2.0,1.0,2.0
Leon,U.N.A.M. - Pumas,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Puebla,Club Queretaro,,,3.0,3.0,1.0,2.0,3.0,3.0
FC Juarez,Atlas,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Guadalajara Chivas,Mazatlán,True,False,2.0,1.0,2.0,1.0,2.0,1.0
U.N.A.M. - Pumas,Necaxa,,,1.0,1.0,0.0,1.0,1.0,1.0
Monterrey,Tigres UANL,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Atletico San Luis,Leon,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Santos Laguna,Club Tijuana,True,False,2.0,0.0,2.0,0.0,2.0,0.0
Cruz Azul,Club America,,,0.0,0.0,0.0,0.0,0.0,0.0
Pachuca,Toluca,,,0.0,0.0,0.0,0.0,0.0,0.0
Puebla,Santos Laguna,False,True,0.0,2.0,0.0,2.0,0.0,2.0
FC Juarez,Pachuca,,,1.0,1.0,0.0,1.0,1.0,1.0
Atlas,Necaxa,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Tigres UANL,Atletico San Luis,True,False,3.0,0.0,0.0,0.0,3.0,0.0
Club America,U.N.A.M. - Pumas,,,2.0,2.0,1.0,1.0,2.0,2.0
Toluca,Cruz Azul,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Club Queretaro,Monterrey,False,True,1.0,2.0,0.0,0.0,1.0,2.0
Leon,Mazatlán,True,False,2.0,1.0,0.0,0.0,2.0,1.0
Atletico San Luis,Club Queretaro,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Necaxa,Club Tijuana,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Mazatlán,FC Juarez,True,False,3.0,2.0,3.0,1.0,3.0,2.0
Monterrey,Puebla,True,False,3.0,1.0,2.0,0.0,3.0,1.0
Guadalajara Chivas,Atlas,True,False,3.0,2.0,2.0,0.0,3.0,2.0
Cruz Azul,Tigres UANL,False,True,0.0,2.0,0.0,0.0,0.0,2.0
U.N.A.M. - Pumas,Toluca,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Santos Laguna,Pachuca,,,1.0,1.0,1.0,1.0,1.0,1.0
Leon,Club America,True,False,3.0,2.0,2.0,2.0,3.0,2.0
Puebla,Leon,False,True,1.0,2.0,0.0,0.0,1.0,2.0
Mazatlán,Monterrey,False,True,1.0,2.0,0.0,2.0,1.0,2.0
Club Queretaro,Necaxa,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Tigres UANL,FC Juarez,,,1.0,1.0,0.0,0.0,1.0,1.0
Club America,Atlas,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Toluca,Club Tijuana,True,False,2.0,0.0,2.0,0.0,2.0,0.0
Guadalajara Chivas,Cruz Azul,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Santos Laguna,Atletico San Luis,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Atletico San Luis,Mazatlán,False,True,0.0,5.0,0.0,5.0,0.0,5.0
Necaxa,Toluca,True,False,3.0,2.0,1.0,1.0,3.0,2.0
Club Tijuana,Pachuca,False,True,0.0,2.0,0.0,1.0,0.0,2.0
FC Juarez,Club Queretaro,True,False,1.0,0.0,0.0,0.0,1.0,0.0
U.N.A.M. - Pumas,Guadalajara Chivas,,,2.0,2.0,1.0,2.0,2.0,2.0
Monterrey,Cruz Azul,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Club America,Tigres UANL,True,False,3.0,1.0,1.0,0.0,3.0,1.0
Leon,Santos Laguna,True,False,2.0,1.0,0.0,1.0,2.0,1.0
Puebla,Atletico San Luis,True,False,1.0,0.0,1.0,0.0,1.0,0.0
FC Juarez,Club America,,,1.0,1.0,1.0,0.0,1.0,1.0
Guadalajara Chivas,Monterrey,True,False,3.0,1.0,0.0,1.0,3.0,1.0
Cruz Azul,U.N.A.M. - Pumas,False,True,1.0,2.0,0.0,0.0,1.0,2.0
Toluca,Leon,,,2.0,2.0,1.0,1.0,2.0,2.0
Santos Laguna,Mazatlán,True,False,4.0,0.0,0.0,0.0,4.0,0.0
Club Queretaro,Club Tijuana,,,2.0,2.0,1.0,0.0,2.0,2.0
Pachuca,Necaxa,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Atletico San Luis,FC Juarez,,,1.0,1.0,1.0,0.0,1.0,1.0
Necaxa,Tigres UANL,False,True,0.0,3.0,0.0,2.0,0.0,3.0
Mazatlán,Puebla,False,True,1.0,4.0,1.0,1.0,1.0,4.0
Club Tijuana,Atlas,True,False,3.0,1.0,1.0,1.0,3.0,1.0
Santos Laguna,Pachuca,False,True,0.0,3.0,0.0,1.0,0.0,3.0
Tigres UANL,Toluca,True,False,2.0,1.0,2.0,0.0,2.0,1.0
Monterrey,Puebla,False,True,2.0,2.0,1.0,0.0,2.0,2.0
Puebla,Leon,True,False,2.0,1.0,2.0,1.0,2.0,1.0
Leon,Puebla,True,False,2.0,0.0,2.0,0.0,2.0,0.0
Guadalajara Chivas,Club America,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Club America,Guadalajara Chivas,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Tigres UANL,Cruz Azul,False,True,1.0,3.0,0.0,1.0,1.0,3.0
Cruz Azul,Tigres UANL,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Pachuca,U.N.A.M. - Pumas,False,True,0.0,1.0,0.0,1.0,0.0,1.0
U.N.A.M. - Pumas,Pachuca,,,0.0,0.0,0.0,0.0,0.0,0.0
Guadalajara Chivas,Leon,,,1.0,1.0,0.0,1.0,1.0,1.0
Leon,Guadalajara Chivas,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Cruz Azul,U.N.A.M. - Pumas,True,False,4.0,0.0,3.0,0.0,4.0,0.0
U.N.A.M. - Pumas,Cruz Azul,True,False,4.0,0.0,3.0,0.0,4.0,0.0
U.N.A.M. - Pumas,Leon,,,1.0,1.0,0.0,0.0,1.0,1.0
Puebla,Guadalajara Chivas,,,1.0,1.0,1.0,0.0,1.0,1.0
Mazatlán,Necaxa,True,False,3.0,2.0,2.0,1.0,3.0,2.0
Atlas,Monterrey,False,True,0.0,2.0,0.0,2.0,0.0,2.0
Tigres UANL,Leon,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Club America,Atletico San Luis,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Toluca,Club Queretaro,True,False,3.0,1.0,2.0,1.0,3.0,1.0
Santos Laguna,Cruz Azul,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Necaxa,Atletico San Luis,True,False,1.0,0.0,0.0,0.0,1.0,0.0
FC Juarez,Club Tijuana,,,0.0,0.0,0.0,0.0,0.0,0.0
Guadalajara Chivas,Toluca,,,1.0,1.0,1.0,1.0,1.0,1.0
Cruz Azul,Puebla,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Monterrey,Club America,True,False,1.0,0.0,1.0,0.0,1.0,0.0
U.N.A.M. - Pumas,Mazatlán,True,False,3.0,0.0,1.0,0.0,3.0,0.0
Santos Laguna,Tigres UANL,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Club Queretaro,Atlas,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Leon,Pachuca,,,0.0,0.0,0.0,0.0,0.0,0.0
Atletico San Luis,Guadalajara Chivas,True,False,3.0,1.0,2.0,0.0,3.0,1.0
Puebla,Club Tijuana,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Mazatlán,Santos Laguna,,,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,Leon,,,1.0,1.0,0.0,1.0,1.0,1.0
Atlas,Tigres UANL,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Club America,FC Juarez,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Toluca,Necaxa,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Club Queretaro,U.N.A.M. - Pumas,True,False,2.0,0.0,2.0,0.0,2.0,0.0
Pachuca,Cruz Azul,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Puebla,Monterrey,,,0.0,0.0,0.0,0.0,0.0,0.0
Mazatlán,Pachuca,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Guadalajara Chivas,FC Juarez,False,True,1.0,2.0,0.0,2.0,1.0,2.0
Tigres UANL,Necaxa,,,1.0,1.0,1.0,1.0,1.0,1.0
Cruz Azul,Club Queretaro,True,False,4.0,1.0,3.0,1.0,4.0,1.0
Club Tijuana,Toluca,True,False,3.0,2.0,3.0,1.0,3.0,2.0
Santos Laguna,Club America,,,1.0,1.0,0.0,1.0,1.0,1.0
Leon,Atletico San Luis,True,False,3.0,1.0,0.0,0.0,3.0,1.0
Atletico San Luis,Club Tijuana,,,2.0,2.0,1.0,2.0,2.0,2.0
Club Queretaro,Pachuca,True,False,3.0,1.0,2.0,0.0,3.0,1.0
Necaxa,Cruz Azul,False,True,0.0,2.0,0.0,2.0,0.0,2.0
FC Juarez,Tigres UANL,False,True,2.0,3.0,0.0,0.0,2.0,3.0
Atlas,Santos Laguna,,,1.0,1.0,0.0,1.0,1.0,1.0
Club America,Puebla,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Monterrey,U.N.A.M. - Pumas,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Toluca,Mazatlán,True,False,4.0,1.0,3.0,0.0,4.0,1.0
Leon,Guadalajara Chivas,False,True,1.0,3.0,0.0,2.0,1.0,3.0
Puebla,FC Juarez,True,False,4.0,0.0,2.0,0.0,4.0,0.0
Club Tijuana,Leon,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Mazatlán,Atletico San Luis,False,True,0.0,3.0,0.0,2.0,0.0,3.0
Guadalajara Chivas,Necaxa,,,2.0,2.0,1.0,1.0,2.0,2.0
Club America,Club Queretaro,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Tigres UANL,Cruz Azul,False,True,0.0,2.0,0.0,1.0,0.0,2.0
Toluca,U.N.A.M. - Pumas,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Santos Laguna,Monterrey,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Atletico San Luis,Santos Laguna,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Necaxa,Monterrey,,,1.0,1.0,0.0,1.0,1.0,1.0
FC Juarez,Mazatlán,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Cruz Azul,Toluca,True,False,3.0,2.0,2.0,2.0,3.0,2.0
Atlas,Club America,False,True,0.0,2.0,0.0,0.0,0.0,2.0
U.N.A.M. - Pumas,Leon,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Club Queretaro,Puebla,,,1.0,1.0,0.0,0.0,1.0,1.0
Tigres UANL,Club Tijuana,True,False,3.0,2.0,2.0,0.0,3.0,2.0
Atletico San Luis,Tigres UANL,,,2.0,2.0,1.0,1.0,2.0,2.0
Puebla,Necaxa,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Mazatlán,Club Queretaro,True,False,3.0,0.0,2.0,0.0,3.0,0.0
Toluca,Atlas,,,0.0,0.0,0.0,0.0,0.0,0.0
Club America,Pachuca,True,False,2.0,0.0,2.0,0.0,2.0,0.0
Leon,Cruz Azul,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Monterrey,Club Tijuana,,,1.0,1.0,1.0,0.0,1.0,1.0
Santos Laguna,FC Juarez,True,False,3.0,2.0,2.0,0.0,3.0,2.0
Guadalajara Chivas,U.N.A.M. - Pumas,True,False,2.0,1.0,2.0,1.0,2.0,1.0
Atlas,Atletico San Luis,True,False,3.0,1.0,1.0,1.0,3.0,1.0
Tigres UANL,Toluca,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Leon,Puebla,False,True,1.0,2.0,1.0,0.0,1.0,2.0
FC Juarez,Monterrey,False,True,1.0,6.0,1.0,2.0,1.0,6.0
Cruz Azul,Mazatlán,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Necaxa,Pachuca,,,2.0,2.0,1.0,1.0,2.0,2.0
U.N.A.M. - Pumas,Santos Laguna,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Atletico San Luis,Toluca,,,0.0,0.0,0.0,0.0,0.0,0.0
Puebla,Tigres UANL,,,1.0,1.0,1.0,1.0,1.0,1.0
Atlas,FC Juarez,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Monterrey,Club Queretaro,True,False,2.0,1.0,2.0,1.0,2.0,1.0
Club America,Leon,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Mazatlán,Guadalajara Chivas,,,1.0,1.0,1.0,1.0,1.0,1.0
U.N.A.M. - Pumas,Cruz Azul,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Pachuca,Club Tijuana,True,False,2.0,1.0,2.0,1.0,2.0,1.0
Puebla,Atlas,False,True,0.0,1.0,0.0,0.0,0.0,1.0
FC Juarez,U.N.A.M. - Pumas,,,1.0,1.0,1.0,0.0,1.0,1.0
Tigres UANL,Mazatlán,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Club Tijuana,Santos Laguna,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Cruz Azul,Monterrey,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Toluca,Pachuca,False,True,0.0,2.0,0.0,0.0,0.0,2.0
Club Queretaro,Atletico San Luis,True,False,2.0,1.0,2.0,0.0,2.0,1.0
Guadalajara Chivas,Club America,False,True,0.0,3.0,0.0,1.0,0.0,3.0
Leon,Necaxa,True,False,3.0,1.0,2.0,0.0,3.0,1.0
Pachuca,Tigres UANL,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Mazatlán,Club America,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Atletico San Luis,U.N.A.M. - Pumas,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Monterrey,Guadalajara Chivas,False,True,1.0,2.0,0.0,1.0,1.0,2.0
Cruz Azul,Atlas,True,False,3.0,2.0,1.0,1.0,3.0,2.0
Club Tijuana,Club Queretaro,True,False,3.0,1.0,3.0,1.0,3.0,1.0
Toluca,Puebla,,,4.0,4.0,1.0,0.0,4.0,4.0
Santos Laguna,Leon,False,True,1.0,2.0,1.0,1.0,1.0,2.0
Puebla,Mazatlán,True,False,3.0,1.0,1.0,1.0,3.0,1.0
FC Juarez,Cruz Azul,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Atlas,Club Tijuana,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Club America,Necaxa,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Monterrey,Atletico San Luis,True,False,2.0,0.0,0.0,0.0,2.0,0.0
U.N.A.M. - Pumas,Pachuca,,,2.0,2.0,0.0,1.0,2.0,2.0
Guadalajara Chivas,Santos Laguna,,,1.0,1.0,0.0,1.0,1.0,1.0
Leon,Toluca,True,False,2.0,1.0,0.0,1.0,2.0,1.0
Necaxa,U.N.A.M. - Pumas,False,True,0.0,1.0,0.0,0.0,0.0,1.0
FC Juarez,Atletico San Luis,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Atlas,Leon,False,True,1.0,3.0,0.0,1.0,1.0,3.0
Cruz Azul,Guadalajara Chivas,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Tigres UANL,Club America,False,True,1.0,3.0,0.0,1.0,1.0,3.0
Toluca,Monterrey,False,True,1.0,2.0,0.0,0.0,1.0,2.0
Club Queretaro,Santos Laguna,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Club Tijuana,Mazatlán,False,True,2.0,3.0,2.0,1.0,2.0,3.0
Pachuca,Puebla,False,True,1.0,3.0,0.0,1.0,1.0,3.0
Necaxa,Club Queretaro,,,0.0,0.0,0.0,0.0,0.0,0.0
Mazatlán,Atlas,,,0.0,0.0,0.0,0.0,0.0,0.0
Atletico San Luis,Puebla,False,True,1.0,4.0,0.0,1.0,1.0,4.0
Guadalajara Chivas,Club Tijuana,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Club America,Cruz Azul,,,1.0,1.0,1.0,0.0,1.0,1.0
U.N.A.M. - Pumas,Tigres UANL,,,0.0,0.0,0.0,0.0,0.0,0.0
Santos Laguna,Toluca,True,False,3.0,1.0,2.0,0.0,3.0,1.0
Leon,FC Juarez,True,False,2.0,0.0,0.0,0.0,2.0,0.0
Puebla,U.N.A.M. - Pumas,,,0.0,0.0,0.0,0.0,0.0,0.0
Club Tijuana,Necaxa,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Mazatlán,Leon,True,False,4.0,3.0,1.0,2.0,4.0,3.0
Cruz Azul,Atletico San Luis,True,False,3.0,2.0,2.0,1.0,3.0,2.0
Tigres UANL,Monterrey,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Toluca,Club America,True,False,3.0,1.0,2.0,0.0,3.0,1.0
Club Queretaro,FC Juarez,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Pachuca,Santos Laguna,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Atletico San Luis,Pachuca,False,True,1.0,5.0,1.0,2.0,1.0,5.0
Necaxa,Atlas,False,True,1.0,5.0,1.0,2.0,1.0,5.0
FC Juarez,Toluca,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Guadalajara Chivas,Tigres UANL,,,0.0,0.0,0.0,0.0,0.0,0.0
Cruz Azul,Club Tijuana,,,1.0,1.0,1.0,0.0,1.0,1.0
Monterrey,Mazatlán,True,False,1.0,0.0,1.0,0.0,1.0,0.0
Santos Laguna,Puebla,,,0.0,0.0,0.0,0.0,0.0,0.0
U.N.A.M. - Pumas,Club America,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Leon,Club Queretaro,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Atlas,Tigres UANL,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Santos Laguna,Club Queretaro,True,False,5.0,0.0,2.0,0.0,5.0,0.0
Leon,Toluca,False,True,2.0,2.0,1.0,1.0,2.0,2.0
Pachuca,Guadalajara Chivas,True,False,4.0,2.0,0.0,1.0,4.0,2.0
Toluca,Cruz Azul,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Atlas,Puebla,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Pachuca,Club America,True,False,3.0,1.0,1.0,1.0,3.0,1.0
Santos Laguna,Monterrey,True,False,2.0,1.0,0.0,1.0,2.0,1.0
Puebla,Atlas,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Cruz Azul,Toluca,True,False,3.0,1.0,1.0,1.0,3.0,1.0
Monterrey,Santos Laguna,,,1.0,1.0,1.0,0.0,1.0,1.0
Club America,Pachuca,True,False,4.0,2.0,2.0,1.0,4.0,2.0
Pachuca,Cruz Azul,,,0.0,0.0,0.0,0.0,0.0,0.0
Santos Laguna,Puebla,True,False,3.0,0.0,2.0,0.0,3.0,0.0
Puebla,Santos Laguna,True,False,1.0,0.0,0.0,0.0,1.0,0.0
Santos Laguna,Cruz Azul,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Cruz Azul,Santos Laguna,,,1.0,1.0,0.0,1.0,1.0,1.0
Santos Laguna,Toluca,True,False,2.0,1.0,0.0,0.0,2.0,1.0
Toluca,Santos Laguna,,,1.0,1.0,0.0,1.0,1.0,1.0
Santos Laguna,Club America,True,False,4.0,1.0,2.0,1.0,4.0,1.0
Club America,Santos Laguna,,,2.0,2.0,2.0,1.0,2.0,2.0
Club Tijuana,Toluca,True,False,2.0,1.0,1.0,0.0,2.0,1.0
Toluca,Club Tijuana,True,False,4.0,1.0,2.0,0.0,4.0,1.0
U.N.A.M. - Pumas,Club America,False,True,1.0,4.0,1.0,3.0,1.0,4.0
Club America,U.N.A.M. - Pumas,True,False,2.0,1.0,1.0,1.0,2.0,1.0
Club Tijuana,Monterrey,,,1.0,1.0,0.0,1.0,1.0,1.0
Monterrey,Club Tijuana,False,True,1.0,2.0,0.0,2.0,1.0,2.0
Santos Laguna,Tigres UANL,True,False,2.0,0.0,1.0,0.0,2.0,0.0
Monarcas,Toluca,,,2.0,2.0,0.0,1.0,2.0,2.0
Toluca,Monarcas,,,2.0,2.0,1.0,0.0,2.0,2.0
Tigres UANL,Monterrey,,,1.0,1.0,1.0,1.0,1.0,1.0
Monterrey,Tigres UANL,False,True,1.0,2.0,1.0,2.0,1.0,2.0
Club America,Tigres UANL,False,True,0.0,1.0,0.0,0.0,0.0,1.0
Tigres UANL,Club America,True,False,3.0,0.0,0.0,0.0,3.0,0.0
Monarcas,Monterrey,False,True,0.0,1.0,0.0,1.0,0.0,1.0
Monterrey,Monarcas,True,False,4.0,0.0,3.0,0.0,4.0,0.0
